"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Lao PDR","LAO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","114285717.55102","206666660","153684210.116343","90225395.0216141","65049029.8766364","","","","","","","","","","","","111862553.846154","114731128.204551","156535359.421299","154956976.502472","183278849.103482","223371654.257766","261626132.322611","334306320.062115","423333864.939004","780841570.007256","848554099.118636","1011927952.79068","1367545019.36514","2046014173.77763","2015862383.3493","2179343404.3652","2223126531.63537","","","","","","","","",
"Lebanon","LBN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491253073.855068","535688453.147726","656715545.227622","818172634.823884","950668903.902697","1207826274.74555","1450007305.97015","1967529958.57197","2683988307.89217","2879696490.80687","2946591291.93736","2980431177.4461","3105804311.77446","3275621890.54726","3340630182.42123","3057498804.64345","3125959071.11111","3198918003.91376","3407443976.91542","3901693627.79436","4569701830.04975","4697795763.25041","5018338484.44444","6016930972.86899","6060348573.13433","6130199307.72803","6257017012.27197","6641042827.19735","7004276793.3665","8420165288.22554","8065899673.74517","2898410791.75705","545945470.012761","761043538.760116","","",
"Liberia","LBR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7052126408.57132","8463708643.24186","9785013833.98507","7004632519.63071","6470169475.95646","5698980018.89297","6646062271.06227","7232037078.02268","7141115630.89479","6688069062.61387","7059880122.61075","6486917086.45697","3210236220.47244","3280708984.375","4364230769.23077","5351865085.58261","6048926134.2355","9114755137.03377","10478749748.6846","11085698513.1636","13159492227.9875","21050980597.1807","22552985748.9339","23858450002.0445","24467817560.8023","24766255674.3725","24167181517.9999","27042085778.6515","27099263205.6306","30204975744.9064","22648338298.5266","12197566689.0025","13319897988.3341","15911668744.0771","",
"St. Lucia","LCA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","9006187733.13047","9495465905.15609","10487087714.4939","10334347006.8698","10126247867.4313","11058473624.7749","13245699355.6829","13374157227.9152","14362440037.7932","16024529827.3543","18481060117.8233","21490194898.9294","24211282745.6308","32101563705.7317","41916524498.5816","45802112616.8059","49504426623.7768","52145236001.049","64013693135.2643","71685821122.4183","83286933730.0776","99391862373.3828","93386183634.3163","76824153650.1092","75032826087.7551","78316653099.9615","82106974249.5435","91490758134.1913","100046057697.192","122473888597.167","156051389817.92","137568726098.07","144044315403.833","191847952261.856","232318300839.92","289430173265.148","303439476905.027","333243894652.903","341108955564.87","297428869303.491","316211642715.179","313166365202.448","281343802488.922","289747193896.869","324636517118.863","399687806957.153","472121825759.283","568503835172.024","672667659942.043","688904848455.233","827596817281.77","943814520293.921","949925999698.306","990510172607.552","1026299083204.66","874266314598.323","861834168950.87","956685607050.956","909336230078.705","900553366116.458","804375935485.87","864943592601.422","963216759263.948","1078828894289.16","",
"Least developed countries: UN classification","LDC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22080211610.9611","23116063143.25","25084849538.7","29404171297.3619","32641849114.467","38473501906.2184","45602074383.7516","56950728604.8528","68286220850.6101","68671680152.586","71715191762.5509","86060709288.6887","90194429076.172","104498484868.896","106938098596.26","95902179463.5834","90499023565.7253","98324431534.4109","101660752907.809","106009377878.734","108412122147.681","116943572141.29","136130810779.033","142272886381.329","",
"Low income","LIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16491337923.5696","13303667969.5286","14080798083.9178","13940113914.233","10832403219.1925","10036272537.2425","10783216953.702","12049052417.3827","11977961054.9058","13559641849.6843","14467806966.1844","15408613816.5092","18000587113.922","21992585078.32","23774754954.5507","27019087195.9112","34358024772.0227","38571958602.3102","38253102137.978","41629354580.1838","46826190539.1403","42648393616.3238","44229681772.7143","48319015044.1378","45620428847.2131","42517949389.9097","44405065011.685","46841456058.9779","49202054982.5397","50922773974.2217","52118124703.1532","61689721245.3489","74753106836.8009","",
"Liechtenstein","LIE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","191423445.378151","193072412.605042","198110645.26749","169771677.142857","181510184.87395","243067226.890756","243277310.92437","255144032.921811","236660736.134454","247226890.756303","272773109.243697","297470489.038786","317755443.886097","315000000","412481203.007519","353780313.837375","359215219.976219","351521984.21646","259000640.61499","308156711.62492","343920145.190563","327792207.792208","396059586.737146","420271993.20017","469143081.761006","611156111.929308","659528907.922912","663654891.304348","686859478.151525","732593619.972261","783949076.385422","885496736.765772","934793520.419804","947661423.84106","1133184945.36625","1494712195.12195","1465912791.74959","1562907211.39176","1547633824.67029","1413517974.23556","1716517335.41099","1616394359.89257","2103256234.58081","2296125155.40821","2609635339.46042","3194398009.95025","4344323791.13102","4940598689.608","6588786175.55268","7408331007.07146","","","","","","7586617945.60281","7190853798.91961","7411581089.07698","8135125629.84467","7986912161.56207","8765882906.96935","8374879191.0821","5322008340.14789","5779883010.29728","",
"Lower middle income","LMC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","6894031530.77633","7608230024.02679","8428246315.88889","10207860358.2427","11416226810.2193","12922356612.6035","12182667731.298","12443327074.4087","13885075356.9462","15523265463.3345","17124827086.3319","19708770148.0375","21128048743.4311","22534611924.2768","26387348371.7209","31087059488.9002","34027665514.9153","37348671751.9642","43168360026.4658","50868104344.0573","59357080331.7933","60116798908.3181","63646405190.1629","64538773842.0577","65254094011.0829","71241444418.4462","80697367392.8814","90762277364.3059","94699417333.017","94561462633.3246","98963782678.932","90977039998.2966","96200023771.7884","95695476786.4213","98694928076.1343","111320377808.041","121494622527.928","130771482946.452","134593595009.809","143708812600.871","146804615384.705","145556483921.241","150688845642.375","167954096953.817","184666988020.631","208875113032.556","236726357120.783","288772843669.084","324447749165.786","370755172058.806","429313204194.278","484478689409.751","505475943506.992","528770680713.458","565124624395.69","568914727165.209","596398541852.325","648264807606.837","672457406972.104","705791446764.565","719959923748.753","778732294213.649","821264804653.778","821912882963.123","",
"Low & middle income","LMY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","28308679177.67","29202615344.6447","29176769010.113","32265911773.3487","34849764272.0899","38781672959.8263","42258263426.5527","41661710417.0271","44946852552.5971","50912429497.8363","56826426257.4688","65214746429.8934","73875007802.7281","91981695814.9562","118227954174.019","138725518019.499","151385754716.118","165704854578.862","190631896041.413","218496488138.199","251816305878.542","275885416039.969","284085708005.612","279441053689.381","287228676936.377","304150304524.838","324881922534.902","331001567540.517","348504704941.389","384321974223.116","443808282366.882","405566705701.221","426503622860.271","479112748210.225","533489670150.894","629654179901.147","678470128503.091","730982677775.528","748557099238.625","740724286579.129","787566553516.368","796625986081.568","802871423988.064","884852567823.737","1014343773139.43","1198798307530.21","1408246266077.62","1734900531193.97","2085043284852.14","2230676182217.75","2650650618708.73","3206053767728.27","3449479273749.74","3689810261929.85","3858069643389.54","3817221013365.75","3876874816065.3","4221348718982.94","4493645289398.92","4637805528546.43","4658670122763.92","5113713513395.16","5332028665941.95","5588024754002.37","",
"Lesotho","LSO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","5739997.70400092","7559996.97600121","7979996.80800128","7979996.80800128","7979996.80800128","9659996.13600155","7139997.14400114","9519996.19200152","8679996.52800139","8539996.58400137","5599997.7600009","8389062.34052043","10406842.4989431","11528058.5740656","16188921.7736583","21636006.642254","21850005.4625014","25300006.3250016","35650008.9125022","47504640.6095795","94028124.0931957","90745868.945869","","","","","","","","","","","","","","","","","","","","","","","","","","622480325.717688","677444078.195202","756981458.101881","891948851.061504","984709844.488216","978853239.162202","959947819.508353","948063036.366397","871761748.691955","837824419.694035","915328246.046305","972984305.639914","901117166.595367","762647489.034185","836725862.759849","829133333.683826","753656775.48763","",
"Late-demographic dividend","LTE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","26095193963.6156","26273540490.9822","24557301814.7211","28167857904.8075","29406751187.4437","31578363994.8374","35855424440.6977","34557249055.4082","35650531487.3062","40657665574.8436","45906126424.0641","53694128304.6993","61733810578.9576","74615503787.2057","87223573386.388","99152856888.5344","109587436353.48","122393809646.108","129803549960.157","157296462703.199","175076708318.191","184412418450.579","195781511075.213","187551328259.717","196936788173.628","216663747235.583","233321439915.993","241709342636.494","267544862065.375","313307380813.559","364333102373.083","316213946386.212","305768432334.492","346941165972.218","393477807566.695","505414025032.428","545807440778.609","582812099542.918","565043559220.553","516979730185.207","554368303441.932","578617469612.736","615233184993.2","683178074331.17","789563205618.154","954082873670.802","1152053777587.93","1446927582779.07","1802785337170.69","1840626052522.59","2149131500908.16","2619772590913.47","2843204190489.23","3108194192560.02","3210801534950.74","3046813311123.61","3091698740621.31","3414719158351.99","3736621240959.96","3867518746353.28","3921949760344.54","4320360603493.1","4487288675301.74","4660357917183.87","",
"Lithuania","LTU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1887930055.75266","2018599913.68148","2444675873.97497","2909343116.0984","2596592145.01511","2585352611.13509","2590801899.00734","2935963182.11703","3676380146.64411","4341148782.91108","4834449558.40279","5779274689.42151","6933267651.88834","8928441387.38475","7950838198.49875","7368187795.09554","7975423785.69624","7492880565.14106","7749169286.74386","8063268092.88482","7132162996.92539","7317568229.71519","7784048941.8906","8800078568.25254","9258273613.08234","10541163413.2545","11729851862.7401","11893946378.7121","13784087070.2806","",
"Luxembourg","LUX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","154667204.517951","179702022.286422","225761158.463935","297264541.502794","368540803.645402","471079302.402106","509491118.077325","607854811.480023","745606506.980915","890513208.585581","1014764795.14416","888791829.639287","764110895.285185","720959368.836292","688894861.770455","727859229.567226","1039243272.53025","1367869259.85954","1472166758.09106","1528467444.71744","1990356108.16031","2086509155.34554","2434840652.44667","2483626399.25373","2682449963.82927","3274261083.74384","3355826710.09772","3078940009.0212","3075841298.06624","3282279186.96024","3077416054.9051","3279397670.41103","3773528487.95177","4856346435.5047","5742080727.56025","6246977854.65525","6510056403.4094","7443477374.39218","8526075346.7375","8758889098.11679","8873827685.73335","9899038720.34049","9745995732.46875","10660958890.5949","11044172430.2039","9592329200.31093","9752010132.16928","10658095675.9353","11930663792.5647","12048416058.1333","13614083279.1238","14953208329.2633","14400564386.1985","16284653767.3022","",
"Latvia","LVA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1363307187.67827","1311288922.91986","1372441325.91338","1621726438.69892","1698162382.89695","1662434530.70684","1717675173.49452","1971263074.1246","2483305866.43709","2860870300.50735","3037947728.68699","3714700275.89666","5472472985.91164","7066351410.61248","5028833750.34751","4409691093.52422","5117308842.23177","4877668264.40379","5329332891.03013","5597750977.27253","4928953321.93125","5010249722.15838","5487403721.08236","6162593813.78196","6556648017.52156","6972964470.62259","8297618726.49599","7788033919.13233","8603867478.54721","",
"Macao SAR, China","MAC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","66336504.6894126","64173269.435156","80519205.75955","98264223.7463873","114811164.337456","146570304.806307","187050903.714552","253800061.564252","330507747.670114","407033763.31324","437387156.747666","504546567.012444","585155075.516788","673464229.209773","750150632.65716","825298935.763104","867803258.322996","969612793.032902","843519106.891439","851559096.284309","896876839.577799","965311976.039618","1023787700.36191","1189230146.05424","1296518895.50688","1610656440.4978","1833640685.72626","2080587574.36328","2301112304.25268","2612803259.78074","2965131822.0185","3350249804.26836","3897019817.7593","4355688694.74612","4686891812.24816","4902566047.52479","5208790775.90146","5621357863.91623","6554461587.60565","6551219831.48653","6848678136.67748","6308140868.79092","",
"St. Martin (French part)","MAF","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","241083353.588289","258868212.366787","288509590.968464","337911941.333744","365577246.47218","353720687.127136","365577246.47218","379409899.041397","418931763.524876","436321383.897607","475645639.058668","536439998.819792","628368979.307947","728282818.19884","923619039.642159","1445778851.3572","2077020133.45064","2293405836.46027","2752557137.34058","3393317593.08605","3873058436.03921","3241920029.32547","3173709144.67853","2677380847.41756","2349936485.13552","2577451058.33251","3453369245.4738","4012303772.17984","4511216820.3579","4563292205.50484","4737513294.15838","5028096984.45423","5550471515.57742","5679071459.2967","6178355471.04205","7039068419.20375","6818338982.79416","6662433179.38491","6651330231.84335","7125903054.53082","6840482665.16093","7058219132.5735","7450683531.43998","9071319300.67974","10676067919.1301","11562755961.4159","12246658385.2372","13843675543.9507","15510833416.6632","16944309987.4645","16730468882.7274","18957029620.3588","19492504153.4135","21213362101.7847","22760091583.2901","20047216670.2784","20486718499.2347","21315935063.1315","22916009222.998","23436333455.1999","23548657780.8403","26947035784.8999","24958122799.1095","26148496307.7544","",
"Monaco","MCO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454073860.250046","440291521.73913","555981601.731602","419751396.648045","179408981.205222","188834912.413338","212665076.009575","336136447.358727","389834177.269663","387247876.836222","491211047.947856","681190731.16576","877934372.8493","1235997557.36215","1292620284.75437","1270399274.45948","1393382139.21714","1453567252.1766","1453580366.53765","1307636230.08016","1068236326.2698","1147415878.11338","1403904619.88963","1606966857.38147","1785286632.93514","1982620080.37832","2295068631.10961","2545535182.7441","2986197205.69405","",
"Madagascar","MDG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","96004237.3396313","107738206.543976","127294420.160986","125516793.39526","129428117.13854","133339039.833423","139384070.681742","146851032.800898","162496323.723025","163238908.416555","145705181.133523","177678065.431904","183187923.785763","202410402.051772","214777983.309359","247370072.48098","244638711.132309","260088190.370555","317396093.594204","424995696.824902","1188622611.83389","924190616.092792","718058244.303161","583415464.75064","602828589.880212","555330886.656528","573599879.785463","474125082.465418","378800059.023955","383559674.611577","427573066.406436","376613963.20068","498270817.520226","488444409.435241","408273203.478549","436444063.554653","518279378.532431","617706642.895087","748994863.192643","727635695.10366","799963274.738997","917534133.992817","797129429.555219","1125598377.83225","949769282.530545","944578272.046679","1079257879.09122","1622153397.72946","1509775182.22474","1202940244.99006","1309339863.10677","1630783508.11743","1737737029.15189","1943872683.29136","1978627577.29504","1714341590.31584","1749008407.01644","2124359985.04546","1871819330.00897","2130667449.65063","2443748099.0219","2505413287.13048","3404689445.35192","3524253947.34119","",
"Maldives","MDV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694780640.860046","746700812.809278","778980774.411305","700100192.936621","782588735.787027","949215486.453242","852812106.713399","981322322.937431","1063764898.46507","1128296314.40722","",
"Middle East & North Africa","MEA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","12346314154.7165","13970874344.94","16975870917.7439","23465416972.8998","36463884500.1489","47082446436.394","56667752720.9334","63876705471.3827","76814218703.8683","88368640008.1947","103124756231.133","123174312403.744","136633902022.586","142264458280.511","138461839906.647","139514835245.553","146416050936.006","137457797361.173","135905117303.107","133380097011.366","141217812154.312","133850514154.485","136248523690.719","124196007315.052","126742518247.593","135797503367.9","147211018996.392","156861857075.664","159433228744.824","159528304115.854","174357256828.928","181058260887.79","179424488004.28","189480176474.318","215928283137.953","244584170910.469","277420382502.477","310312856272.516","366271991308.561","390882685819.385","436057848414.609","548414610576.695","587055988193.49","617949112225.278","662787163157.157","644078849739.298","619631397397.37","631520200360.396","664377621905.035","676743290816.899","660960111004.576","695578064333.997","731724709629.715","767251726574.09","",
"Mexico","MEX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","736552000","809224000","953088000","1104168000","1284720000","1372744000","1582144000","1745016000","2008704000","2233624000","2579456000","2986512000","3899144000","5074136000","6581448000","9079448000","9783236094.90471","8814397731.80348","11209078930.0303","14659763209.8224","19552263517.9295","26909891902.9166","18188113896.6703","13104218362.2829","16216936387.2536","17027877697.8417","11782486314.3682","12331796285.399","15409541574.1904","18437195532.9187","22025631453.3284","28545508757.8642","36108327641.1694","45473743402.9921","49687312469.464","30568438294.7071","33125503062.854","41093468805.8032","44770318262.5474","54850432168.2005","67060201206.5285","74474315005.809","79754325257.0071","80367744648.5172","82078526368.188","92456650240.2483","100926075409.648","109661149255.064","119166528133.644","107395668471.655","124625140946.413","139225699158.639","143693532717.899","155479056203.606","160382775936.716","144397160837.838","128726351311.167","133547362200.874","141412876938.063","144858853467.568","136734366977.188","150151239754.054","162427110225.638","199257700767.46","",
"Marshall Islands","MHL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80598600","84915600","87697400","93395500","95035900","94089000","91988200","94929600","99283000","102278100","98730300","103194700","113776900","119139000","131869000","153795800","148336200","157729900","148845900","138735900","",
"Middle income","MIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","27508959255.1497","28330454207.9721","28202495348.055","31229882840.4589","33703577583.6696","37493480164.6033","40864096035.9834","40143792532.9762","43222008571.1473","49000980690.9262","54791514917.2674","62928968962.0094","71246261770.3406","88851839744.0472","114498037400.853","133755338283.31","146137476481.537","160059085954.869","183928107768.884","210451608852.151","241322286503.606","265136969080.018","273797289467.222","269173160076.152","276536961133.469","293139114272.489","314195877733.653","320578417250.263","339163343906.436","374142174033.129","431710596864.805","391031505118.335","414505831904.213","466327296779.456","520643957460.526","619090840555.554","668414833495.39","720173329341.973","736671378955.504","728918333070.969","774345448174.979","782644820606.188","788111893895.375","867765765329.422","993663278071.79","1176143164554.1","1382365428731.08","1702153613572.25","2047876252449.38","2193336994430.54","2609369769568.21","3158968107851.38","3405524714347.49","3644004639063.52","3808369548615.87","3769952297153.89","3832180417683.84","4174325827471.36","4443961015794.02","4585781950101","4605109061474.2","5058575462712.77","5267798427757.59","5511458038991.69","",
"North Macedonia","MKD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851828621.908127","1016928571.42857","452185621.685327","537584353.448276","644312278.178885","831297216.987659","800003501.656721","733948623.596348","725353341.216667","755845664.57162","638778905.037545","884090750.855125","833911009.378243","894255905.194515","989092618.27981","1012951893.226","1132827833.87741","1400788203.5377","1841515805.87825","1793446003.82195","1720626557.26341","1901660210.95017","1817301016.38643","1893616820.4127","1944349232.08327","1708588361.91859","1646764028.92607","1687098276.94117","1811614645.74085","1764566711.31559","2069081108.68498","2216338140.92691","2092945326.68815","2352618194.06302","",
"Mali","MLI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","32764957.180773","40219021.2955002","40854657.8297677","40825875.6484374","45802087.0017223","65092071.0371169","54457106.6062008","72487583.8303227","97785530.8756496","84131237.661304","111161001.68265","144137627.979171","182169982.665234","0","0","0","0","0","256751634.342936","339205883.13158","358861495.194718","383148169.840156","371730141.102066","456878764.65318","388363405.874615","430069989.209828","372881192.044801","224780159.280209","267199079.577985","305360684.143363","302123099.925141","547331051.423652","505258270.736269","486199904.932918","520193675.978714","600314961.415605","733818535.521487","843276936.263152","865057876.758609","915881566.873754","1137481501.0421","1524082819.53499","1489336158.54543","1676878783.20626","2442192796.97168","1926578766.70997","2235107998.38147","2335240268.73687","2145453150.3536","2277914629.61417","2486825478.21927","2710379175.19676","2720448849.28626","2760479424.0958","3137551007.61558","3215049324.41924","3617738631.21265","",
"Malta","MLT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","44801883.9412155","48715000.4514458","52750313.1116079","62803968.3279964","71003249.2794813","80697503.6099039","85870939.6468288","95715150.7384167","121666809.942482","152332459.375492","186610407.003736","198374362.623236","210340412.55231","193502645.336356","177233194.328529","182812777.888904","231700362.77694","289294168.609952","323417086.764661","349167613.506747","413440796.941376","462807559.432933","524194966.397358","502575645.244265","565284652.593917","660866073.989103","724361240.69021","689498514.927962","723642058.336955","724399580.499691","712707579.457334","767612895.312562","835887890.920442","1019440505.4343","1150901004.32748","1161642540.91429","1247834709.25778","1414791876.95677","1775516186.6163","1685505580.49372","1690288727.82905","1851578616.22964","1840717014.97293","1942240137.0618","2123077658.86217","1920123910.45783","2037366853.32752","2240834336.86622","2589123649.43143","2759505460.79823","3230474719.76206","3614809803.49949","3342902032.80456","3699883223.04399","",
"Myanmar","MMR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","4184753873.68395","4510340605.04959","4933030083.81032","5831435057.87514","6749029900.37102","7664570555.97618","9354486827.74855","11326316261.6187","14165733357.2541","22346259676.2582","28744830298.3003","34105274201.1202","36897453044.1453","42533974435.2118","46125517656.0607","55592083042.2806","62102809973.9102","69985265183.7008","76784619629.2763","74981503424.5382","80037704305.8387","90230848522.2997","77516762895.1751","76234187092.0632","68082486593.502","68111572168.2807","46888921876.324","49176317330.5002","46083935653.8007","48024902487.5285","50155804112.0804","53105428889.0041","57280946371.6475","62111791970.9062","62659533989.4467","65853659111.6989","69449973926.9792","67198082952.4866","69658104276.7529","86188902196.7433","97382980117.2041","109580782790.661","128764775504.836","158197837902.452","173653926053.141","194892792344.495","265505144111.542","274998687709.799","260204846488.459","264198596730.414","249510008990.672","252829983093.322","247404942451.683","236787846878.6","240979700545.253","212447479838.16","221717559548.1","229246139614.414","235606771322.135","",
"Montenegro","MNE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215902762.063535","291946981.909368","319383322.315611","457063213.841457","545366277.626024","675811466.235543","520102872.914314","731806734.191076","1009957521.60539","909252570.158377","915326477.610634","957183462.460364","862260354.755903","869793942.452636","889956265.742738","778341410.590971","858391602.58617","894890003.00495","1019029893.48975","986369640.658234","1078100230.77581","1155250261.1261","1112383217.86572","1348262698.57577","",
"Mongolia","MNG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","574600000","577200000","583600000","468750000","507625000","757500000","794566666.666667","824866633.333333","830500000","623640000","500357894.736842","208823943.661972","149011137.360783","233003004.458228","161232919.462339","169515119.355656","144249927.214269","175413927.208849","154741806.182403","174027310.501146","212913413.668155","225161573.149699","227210700.891378","288206665.429266","306321640.630598","398873966.739014","553563955.042059","823363359.619901","646967089.397306","912210513.034643","1275745397.96374","1662819944.31267","1693192031.77316","1591526648.98315","1728084159.444","1784017519.63933","1599151937.23462","1672693561.69449","1862164548.4558","2104814769.43167","2279626780.1042","2386565680.03521","2643563596.31833","",
"Northern Mariana Islands","MNP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","505194817.869761","451744011.851127","530192112.666313","732049313.515014","380218150.194591","444237512.949698","597406576.45031","770253953.338825","950257774.648081","843057863.559945","938989224.165933","883463345.253985","1014453151.16511","1340542818.91028","1459538224.00754","1503428737.36274","1648882745.00712","2051077160.84209","2082317181.6573","1981732582.69948","2761401639.62625","3336669974.50814","3983004048.84901","4689585196.01254","4135675676.29757","3146940111.37646","3258427862.79253","3262842738.26726","3502035902.37968","2937598858.41791","3028263791.33888","3115438138.44997","3600896026.51029","",
"Mauritania","MRT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","97821648.2468775","88191284.5293824","83373023.3658518","90162854.9156292","89589932.6454442","100303602.998791","155105930.486547","189558784.252295","218458319.960171","283886149.97361","417269631.793169","440264913.436","432333642.675332","493816420.112219","544656631.255597","491787261.343267","407919178.151784","441185643.495263","378772575.976834","336654697.801129","321440652.369748","376929832.469142","393895913.186182","420476954.642328","448572418.340384","404936065.691201","316532411.011557","254900123.611584","257806125.834513","256008734.95097","270826896.364109","256359211.878989","422346053.602735","407325475.885473","367387266.032162","356667895.138884","361000086.958387","395564639.014561","461215517.858691","502651076.807229","548205740.87863","640438584.865956","778017897.566755","743162815.82857","761029564.343458","707285202.640468","812058448.519992","844161877.243797","898799240.234536","901458387.176189","860022947.983521","909943581.425003","970395907.785019","1049646378.97428","1015782364.79457","1380571230.06351","1605818329.49777","1829151117.91004","",
"Mauritius","MUS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","95187850.0791361","120775359.647227","151380556.603429","159952873.349664","159285982.365064","159121951.197678","149366983.826241","145734738.856333","132967805.921785","124008554.841861","153567876.333007","220139169.886639","271176854.71313","267413921.799592","359741102.126442","388984340.200819","429215711.824966","457467608.981742","519854649.963444","572711287.847794","634439859.17815","589591930.725263","573229734.939659","618125890.580918","664606333.561883","642492469.255482","685536225.886122","818941991.418016","934330320.431462","942338043.64103","992744212.379771","1013519468.9499","1245253636.91313","1270940368.83835","1382355998.49274","1550793476.61373","1558670337.52977","1763993631.81264","1875439824.09551","1703811254.3394","1874352014.49512","1981705619.4457","2145875571.69126","2129306772.7116","2004222285.88947","1979006447.09159","2062704300.48814","2027493401.68301","",
"Malawi","MWI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
