"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Barbados","BRB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","185484066.221095","201998903.555012","131938828.949807","129949987.701894","82672793.8347204","108067938.404034","409114854.792248","191225223.553646","235511267.391736","363455668.346703","","","","","","725545030.452381","775158300.566114","835865821.539174","976078705.093473","1060780756.9172","1104459476.09209","1266425610.72405","1290033410.37601","1307914973.40393","1209965093.25395","1316257580.57579","1696655146.82953","1803012671.11123","1738716684.53371","1728568337.72146","1901108279.7627","1921446771.03981","2268745485.47914","3033885761.61351","2701772058.66652","2737016735.68083","3036392669.6398","3469470503.28706","3512163662.55901","3648572771.47291","3661943607.87321","3240547823.14539","2989512133.02578","3211205009.11018","3275286197.69049","3372749892.3221","3053193227.36772","3146847858.38842","3357032133.72306","3451980950.19833","",
"Bhutan","BTN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","31039896.629062","28207466.793124","29522062.7274162","33836860.2197982","39859774.8416887","40877614.957049","37417829.5755721","35506692.8981985","35814976.457351","54173985.3933623","48790241.9516097","34081665.7566937","36082915.5458758","38647844.253746","40256594.1926851","54676528.5073336","65839432.443716","80243357.7616743","73658428.8197358","76022934.9014949","110298686.484383","117406675.574033","126907210.792013","145438436.671833","167930125.70905","205306238.835736","218354741.059043","261677965.697114","272864040.130575","309305183.669372","362606211.797455","418041968.049553","400299214.331749","356907436.302388","378683200.866746","418613860.898142","426833884.05782","471241155.634363","477786016.181733","523001074.36612","548423115.789721","627749240.869345","609130127.576979","","",
"Botswana","BWA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","5515329.00335193","6397423.23288009","7453751.41076598","8473242.20907132","9784052.90139266","11726373.4514905","13528912.1220447","15131441.3220835","15690420.3359005","16015441.6710651","18076140.332266","20843743.5082617","21932435.1602168","35440864.1808118","52687581.7724515","67409683.1947727","79580019.895005","104577414.604019","124734802.700454","159139737.450108","226382321.721509","266391630.355022","264407411.759793","302983063.579494","310349953.364711","256206483.135679","333768992.690289","528577240.05787","631771618.319709","698922916.730773","914932065.407269","955303263.77144","1092914953.3707","1164697749.76012","1219155605.30349","1421755301.8227","1269810423.38947","1414827530.57375","1440457372.1923","1503288538.28447","1441452036.53612","1289324111.48394","1217170223.04147","1653202791.9756","1839178077.52136","1924341880.50892","2749594188.97827","2949078875.35023","3272457578.58154","3636347454.73954","3889153758.11882","4281014495.99626","4427911393.52335","4433276254.48451","4525587419.36767","4281047610.66057","4294889808.95424","4650860751.04541","4956043215.7922","5292401737.58192","5407105637.25871","5912031153.23915","5667244612.41536","5613838256.02057","",
"Central African Republic","CAF","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","21615432.6835429","23648367.3973193","25304691.8559719","25304433.662062","31833202.6376306","33461061.5660185","33783994.6450001","36178715.7087995","38373809.069883","37698022.2393262","37987997.9437426","38132397.2366481","43646010.681202","52941099.8828059","56085319.4587817","64858444.3586924","61100520.2609039","62683251.0577075","85971600.2943597","109532821.211179","120693174.973792","104146947.243535","118987408.313256","111266788.153222","90855683.8448598","130838739.983113","174932045.051129","209731553.394159","204053595.499257","194972984.072744","221578414.319225","229058551.699632","241813307.998913","195015175.363267","140305009.235729","166341303.858985","130071632.149221","111160535.591715","110859908.845939","169743629.639868","149292888.046511","130665348.777935","137750004.296804","118319200.816732","132740283.750291","116503491.097779","100255323.425224","108224719.763684","140582946.717711","148528762.223409","163612204.540884","174259903.306328","274102953.159304","293638611.881187","294282213.491393","250588749.345078","262950596.578468","291518181.782955","171015616.414283","178695697.088732","225157712.269255","230026828.723226","198597932.827982","213007420.605235","",
"Canada","CAN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","6591864065.45447","6765740640.81493","7230358847.34377","7931518878.4668","8722771890.38774","10284809397.9496","11912398325.9676","13580826149.9839","15433122702.1217","18509905254.0913","21031887502.4757","23899383776.139","26881311868.8131","33405930470.3476","38951042076.2878","45955375253.5497","48153267512.929","48575436135.7061","52234078879.9727","59107081765.3096","65756943865.2098","72209613358.1908","77491885751.3794","78603968805.4977","80760161113.1454","83733717164.4476","93147812971.3424","107588364345.494","121206081081.081","134821734658.896","147109190887.667","145295772317.366","138313309045.81","131519478617.458","131242349169.338","130917491749.175","130036833742.597","125764071452.646","131074241098.472","142299508450.609","144170325413.223","150446695979.099","178178573977.589","199357417371.253","223781152005.281","253942172073.343","282755795549.763","306240862230.553","301930714723.121","347331886872.437","379214461589.188","385014582980.598","382325710984.663","365963384878.333","324965188724.922","321612947451.906","341452931752.066","356822795802.736","360314585114.837","375858774649.528","430448953230.194","447247408480.904","454346302753.714","",
"Central Europe and the Baltics","CEB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77424647622.1695","79923915172.8002","77716319810.752","84268712393.188","84415235539.4445","82330500391.5894","89899070681.4776","102378367252.818","126516692925.299","145481075402.609","168120176459.539","188926388355.747","229329591059.127","284657591086.724","249961404816.342","252788797139.672","265903185002.15","245259336172.229","258818019090.731","265966736019.403","231776047584.242","238157367749.495","262701051975.778","299438421365.891","311405425299.315","334470637334.256","374386794020.756","364986350787.25","431575243516.46","",
"Switzerland","CHE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","1942358792.5909","2429758823.38712","2972676930.32755","4128173344.28716","4923607894.47186","6122423972.417","6681832693.23092","7025214478.88496","9750941834.4519","11028597461.9595","11564316405.0844","10769216984.0138","11316586218.7854","11597085417.5599","10853576626.8034","11124141467.5837","16169467452.332","20148278567.5966","22204364791.9087","22321356439.8802","28901742009.7898","30814717573.2218","33110945100.2702","32232725365.4575","35733760327.5572","41663538266.3848","40458185275.0809","34284108041.0666","34394927576.2174","33814618559.4461","31160204879.2042","31993423204.5508","35702346336.4558","42489126011.7324","46510204262.1632","47049734982.3322","47443775721.8057","51156824391.8694","59964167666.8821","63095060196.6731","66973176610.6931","80720477997.4407","77667949612.3326","80599621374.5016","83418429992.0813","80084350929.605","79210899164.712","80013385577.5496","81734741022.276","81910768534.1249","89978221034.7857","97152102424.2784","93080929901.3178","100689175171.677","",
"Channel Islands","CHI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","425936363.636364","509030476.190476","625809073.724008","538135018.495684","569165149.544863","654655369.021223","804297065.697222","789013022.888714","797567771.960442","929656416.802042","1169575279.30484","1660034564.66541","1903035517.15863","2213044359.45395","2552277371.43783","1195458999.71428","1445424982.22981","2035316614.22152","2307633464.01278","3117434870.09674","3614508828.20513","4480454280.76923","3081504333.22689","2921912359.23071","2650016420.36676","2166470950.96843","2377430652.40354","2421322913.0183","2699118222.08346","3019817660.36638","3232498335.71976","3658103356.46584","4445115893.63598","4945270252.99793","5670617784.25781","7218965715.52621","8883334189.26986","9806797684.17701","9681041383.32601","9562369952.94753","9863699937.8009","9049264239.70782","8957677856.17383","9315410491.25514","11324592743.3085","13395648846.1178","15841444688.8523","18190831733.7385","20264998684.5271","22105286887.2172","27231628779.0915","30948188585.5938","32913291806.1368","35466573748.9907","34330381091.9825","32954137771.7047","35762705059.6029","40453045524.5412","43954001204.9401","42449479647.8165","40713715752.1383","46470510453.0013","44336666584.7946","50674556215.9507","",
"China","CHN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","7429204268.08091","7157317013.62697","5990304065.01885","6863107491.27979","7573670520.33687","8302519029.70539","9274843048.34372","7948477497.64502","7882886491.19408","9356817381.03971","10150900012.958","11820684350.4106","13653932601.536","15903703896.0177","17373232699.6946","19127740860.2862","19506920457.5014","21935732580.5526","19289364280.4878","24566074182.6087","26283097900","25820206821.4286","27088696549.6183","32194058570.8812","39182080696.4286","43990470139.4558","41660959617.3913","35783016634.5292","39037565113.1687","45864562350.2024","49280637183.5564","53678527491.2892","61649459623.2339","63831126114.2209","79519926931.3402","97746066613.6058","113999599118.373","132245629354.665","153803529200.172","179041293208.106","203969230503.482","219841753903.677","236324856369.315","254258837770.086","285976158179.954","338268816803.158","407878184604.935","519297995381.419","665517910545.278","752651273806.192","887939912712.479","1150769850502.85","1344337816984.62","1520175152047.58","1656934274999.94","1793953322647.38","1838192000334.71","2009670748429.26","2297635332877.77","2394823676503.26","2516030166530.76","2817082903391.62","2870048964189.35","2937796106673.1","",
"Cote d'Ivoire","CIV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","43358329.1698801","54847017.881449","61100769.7683181","71726262.4648263","92384057.2726004","99159008.3468791","109899756.89238","118698730.327606","143800841.407539","166179045.288614","197537598.135147","252400148.001614","288459700.888268","395263298.623155","497289885.130105","661649379.948664","754549623.990315","853550401.991517","1286915439.28884","1663206379.69496","1715262935.87659","1485290020.51154","1316164896.89866","1152818556.88655","1037402630.21871","982943220.271643","1385480279.01944","1643726839.79795","1753913479.33492","1781144896.17087","1813675580.40594","1716725049.08414","1945281262.41432","1709265425.57023","999631322.642847","1166922084.81491","","","","","","","","","","","","","","","","","","","","4282729872.50668","4775520056.45441","5392170159.04835","5879954679.62818","6538044028.88054","7135764185.2324","7252281760.24708","7309967379.72978","8273311822.7541","",
"Cameroon","CMR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","106096057.72579","126181202.05641","129674261.648547","138549644.320446","149253397.940258","137842143.231536","150713735.759609","182519676.701951","219840195.205884","238051057.655434","311227188.377368","311780121.701694","333360940.418326","455560954.632421","546723854.766749","647483387.590437","585504520.523798","584285899.14873","652642772.13097","701213703.420192","768592199.753622","1344187341.66311","1586163030.30711","1312708891.50423","1186176082.20907","1570162688.46341","1571744545.25678","1546704440.98871","2211655933.18035","1017272863.26843","1175152395.45201","1278652817.65937","1170601009.53867","1192821605.12188","1279736474.01587","1140357223.97976","1278399579.55739","1385858627.8417","1787753217.2388","2070023761.34327","2085633263.25087","2074570128.33166","2409712166.99781","3060054215.10712","3145439242.93834","3139446975.03384","3692465791.29549","3696393705.9185","4136614766.48543","4387829060.88705","3947005097.99453","4099767093.83694","4216463513.08238","4762709348.81662","4798351285.45046","5007741631.93909","5420893983.9081","4659807286.90903","5215888197.52386","",
"Congo, Dem. Rep.","COD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253994750.663494","277301994.005243","357876447.639871","475161704.205025","503653578.787422","278543945.454545","392753623.188406","282666666.666667","513141646.997198","442035395.392274","644094246.533644","646062093.974998","860271655.460825","1162845152.52836","1632905835.38444","1322158225.50701","1573242992.93057","2083835921.01415","2292116880.07569","2674850145.35233","2988266817.31868","3433901341.73032","2762070728.26982","2074644084.59593","3005166331.32874","3587623527.92386","3690620790.42842","4571126519.94774","6162097101.84355","5266417237.09189","",
"Congo, Rep.","COG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","19886201.5599569","20631155.0828597","22904824.2664452","26283956.0450396","27033731.0818542","28156258.4756981","34598066.9032016","38211240.4790912","45240699.7905768","46930193.3453955","46670960.9015762","55201175.1080891","71420741.5046605","95114530.5243458","104277204.960562","138115857.70152","133500414.525194","148160356.456332","201634471.181028","244450912.573805","300076313.583678","267911606.095891","291533131.598686","325927761.245035","324288450.150341","355471100.786022","461441743.135861","472821007.382123","465673424.087186","465818591.133267","547261366.754485","755883649.769102","789967801.080472","742513367.205912","385969357.867247","332717258.733778","326379057.56796","486549429.56301","471699572.393015","354583996.780013","373408928.91717","394048210.089051","557002497.517609","608211011.441875","697275708.724153","831637828.379026","1029179990.93172","1475579286.28839","1414414668.18161","1304068842.99549","1390018140.50948","2009361826.76531","2434040883.45682","2527333367.6399","2998653204.80407","2400695055.25921","2329304625.30295","2140452169.03102","1995083385.69692","1850629150.06173","2004537966.48513","2204655315.05538","1872228998.0064","2006951385.22816","",
"Colombia","COL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","257037769.404672","307899880.597015","349229265.369193","358564266.666667","397148477.777778","478857142.857143","472296296.296296","500113740.547471","504367254.491551","567958110.347137","666008826.623003","857610129.782826","829754832.690804","976213001.183623","1082354566.27925","1169703338.45283","1259028678.48393","1501487455.87939","1990535874.1527","2602266130.4917","3370912236.6921","3796605565.8736","4256262697.82073","4242652886.53584","4221796811.06951","3733102219.93254","3427423340.1695","3579385894.94849","3952124069.89528","4173272268.60048","5957768884.64142","5837066742.14007","7668842804.96181","9340655093.02909","11825607956.0578","13826645999.8138","17482299487.036","21247374349.3223","19999561603.053","19119926493.9936","16452271842.7608","16268145771.437","15711383055.8865","14774408264.3151","18361962208.2854","20320260444.7514","22457865326.9666","28315376706.1806","31874614371.7679","32090310295.9526","39422906033.3149","44715505804.4723","49952401115.3149","53864984389.1711","54302997593.8294","43471003338.6477","41111134749.7999","46407795165.7228","51538314237.8768","50952544234.2861","46388628347.0017","51111517161.9095","48339899902.8796","53629083057.9606","",
"Comoros","COM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","23438339.5716061","21687036.5214774","20322366.1656547","21164490.0836517","20400365.1532625","21729106.3957748","30837159.8165536","37280305.7341769","39376093.7185948","37717206.6912582","47450533.5900469","46844340.1533895","50519559.9744815","50021157.635936","35254662.7407478","44008782.8120836","43744462.153875","40253837.2574025","40878379.0228115","42241387.8979052","38783005.6533881","41806066.4928","47047298.6224548","60403785.8925258","69991791.0213109","72217599.6237462","77142719.2294005","85328993.2165776","100119572.186228","103903926.441747","101138332.520196","109060618.755785","102027264.616287","104107523.407766","118122803.521213","102320934.45747","107511637.458645","116619672.599598","121610281.145994","120635836.759996","129373797.388319","131550019.386793","119467594.821222","125122514.392513","",
"Cabo Verde","CPV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","311101033.309832","355457207.419709","363559250.73072","361108793.391308","407034075.924354","354207964.568245","380440391.224533","404147655.492597","354511767.055729","366843775.712162","354771755.36428","399765210.115528","446256899.374765","468676273.292598","545536372.65454","502542793.066823","551190850.386977","",
